price,district,age,trade_num,house_num,building_num,service_cost,volume_fraction,office_num,mall_num,restaurant_num,bank_num,market_num,entertainment_num,hospital_num,park_num,bus_num,subway_num
33810,suburban,13,17,344,11,1.3,1.13,22,1,381,24,254,91,3,2,125,1
56975,suburban,15,14,1437,5,2.2,2.95,23,13,902,82,114,205,7,4,58,6
41529,suburban,13,1,982,33,0.88,0.96,3,13,627,85,83,222,8,4,84,2
45377,suburban,14,36,620,27,0.93,1.8,18,11,344,25,64,52,1,3,117,2
101284,east,24,23,2019,14,0.8,3.1,74,6,420,81,40,129,10,9,48,5
59217,east,15,2,230,2,5.9,5.7,242,85,3024,358,134,415,8,7,68,10
83804,west,19,14,863,5,1.73,5,52,8,502,110,82,178,8,8,78,1
97677,west,15,12,1536,12,2.6,4.7,58,16,579,137,59,214,3,5,55,5
64653,east,17,5,576,3,2.2,2.4,100,32,2006,170,136,331,17,19,150,9
39921,suburban,14,57,2947,59,0.6,1.6,4,1,126,37,86,78,3,4,73,6
88645,west,18,3,520,3,1.5,2.7,114,19,1467,191,145,331,14,9,100,2
81646,east,17,2,374,4,4.5,2.24,86,19,831,174,65,292,8,20,92,9
61927,east,23,44,3258,37,0.5,1.3,36,6,664,76,64,168,10,2,59,4
98942,east,9,3,735,5,2.68,2.75,100,32,2006,170,136,331,17,19,150,9
68064,west,20,10,804,12,0.6,1.9,12,6,468,58,74,109,3,2,41,3
38596,suburban,18,6,912,18,0.5,2.05,20,22,1336,99,271,314,12,9,271,13
71833,east,17,6,675,4,3.24,6.8,56,14,639,70,31,92,2,4,33,9
50390,east,15,22,1350,6,1.38,2.45,22,10,459,47,52,125,3,12,67,4
90854,east,15,2,241,9,3.6,0.73,100,32,2006,170,136,331,17,19,150,9
79006,east,33,14,2516,38,1,2.3,57,13,566,75,39,134,4,7,36,3
76736,east,17,6,419,5,3.5,5.9,54,11,394,61,22,113,3,1,15,4
41844,suburban,14,26,2244,40,0.65,1.7,20,22,1336,99,271,314,12,9,271,13
68917,west,12,2,833,1,4.5,5.5,58,16,579,137,59,214,3,5,55,5
70299,suburban,12,13,976,6,1.9,2.35,25,11,763,121,100,223,9,4,60,7
72874,east,14,11,835,4,2.02,3.4,86,19,831,174,65,292,8,20,92,9
73251,west,15,4,968,6,1.6,3.6,43,5,457,75,54,135,4,3,35,1
101918,west,15,3,316,4,1.8,3.3,58,16,579,137,59,214,3,5,55,5
70401,east,17,33,2446,29,0.5,2,57,13,566,75,39,134,4,7,36,3
102601,west,23,15,1002,6,0.5,1.2,81,14,561,157,70,157,5,6,90,10
58671,suburban,13,24,882,3,1.95,3.8,38,13,619,136,137,279,11,11,144,2
70912,east,18,5,1330,5,2.45,4.1,100,32,2006,170,136,331,17,19,150,9
71582,east,25,19,1120,11,0.25,1.33,44,8,608,68,30,150,4,11,34,6
57441,east,17,3,1120,5,1.5,3.6,100,32,2006,170,136,331,17,19,150,9
48213,suburban,19,34,1667,14,0.78,2.1,38,13,619,136,137,279,11,11,144,2
33816,suburban,17,15,1846,31,1.1,2.3,2,3,287,41,63,82,4,5,56,2
59737,east,53,21,2265,39,0.68,1.8,36,6,664,76,64,168,10,2,59,4
84779,west,17,2,15,6,3.6,0.47,15,13,419,52,87,128,3,5,67,2
46543,east,13,30,1218,12,1.9,1.63,20,17,981,41,98,169,6,5,53,5
69978,west,18,6,740,19,2.48,1.2,12,6,468,58,74,109,3,2,41,3
39404,suburban,23,10,2038,38,0.55,0.5,11,8,757,130,164,194,7,14,242,21
42549,suburban,15,33,1936,35,0.5,3.8,10,16,738,91,153,251,3,5,139,5
44307,suburban,18,19,1342,13,0.59,2.4,20,22,1336,99,271,314,12,9,271,13
92614,west,31,44,1700,19,1.1,3,64,27,583,107,51,125,5,2,43,6
83364,west,17,7,1160,5,1.8,3.5,114,19,1467,191,145,331,14,9,100,2
103378,west,18,10,258,4,2,2.5,81,14,561,157,70,157,5,6,90,10
63400,east,13,14,1504,2,3,3.3,52,7,818,65,94,154,4,3,56,5
65307,suburban,15,9,1375,6,1.49,2,25,11,763,121,100,223,9,4,60,7
72464,east,14,5,697,7,3.8,3.5,56,14,639,70,31,92,2,4,33,9
67595,east,17,4,381,1,6.9,8.6,56,14,639,70,31,92,2,4,33,9
64934,suburban,9,21,1301,19,2.75,1.96,23,13,902,82,114,205,7,4,58,6
130639,west,20,22,933,16,1.1,3,36,10,851,63,66,158,9,10,65,7
66879,west,21,24,1670,22,0.6,2,13,11,372,50,60,103,5,4,41,1
65501,suburban,6,14,757,4,2.5,6.2,16,9,285,76,65,114,6,5,64,2
59026,suburban,14,17,2040,30,1.7,1.92,20,22,1336,99,271,314,12,9,271,13
51218,suburban,8,15,2028,10,0.96,1.93,1,3,205,34,69,75,4,8,52,4
58153,suburban,16,22,1456,4,1.58,2.03,25,11,763,121,100,223,9,4,60,7
41708,suburban,19,48,2219,27,0.6,3,2,1,237,21,193,132,4,4,54,1
93898,west,33,19,2100,30,0.5,1.67,50,8,446,90,40,122,5,5,53,7
61625,suburban,14,28,894,6,1.8,2.1,23,13,902,82,114,205,7,4,58,6
71826,east,9,35,1131,5,2.38,3.32,7,4,236,34,44,75,3,3,10,3
71108,east,28,23,1924,18,1.5,1.2,100,32,2006,170,136,331,17,19,150,9
91044,east,9,27,1136,8,4.8,2.8,52,7,818,65,94,154,4,3,56,5
88221,east,19,25,1828,9,0.2,3,54,11,394,61,22,113,3,1,15,4
66064,suburban,11,6,706,29,2.85,1.3,38,13,619,136,137,279,11,11,144,2
42523,suburban,15,12,1572,28,0.64,1.8,20,22,1336,99,271,314,12,9,271,13
48192,suburban,20,10,816,13,0.8,1.2,37,7,742,120,270,401,11,18,300,4
84552,west,12,9,666,13,2.35,1.47,12,6,468,58,74,109,3,2,41,3
99733,east,9,1,436,8,3.5,2.5,86,19,831,174,65,292,8,20,92,9
27498,suburban,22,40,2318,52,0.6,1.3,4,1,126,37,86,78,3,4,73,6
65124,suburban,15,23,2163,14,1.1,2.66,43,5,457,75,54,135,4,3,35,1
47451,suburban,19,49,7296,43,1,1.2,38,13,619,136,137,279,11,11,144,2
80832,east,15,12,632,3,2.5,2.7,86,19,831,174,65,292,8,20,92,9
66292,east,30,18,1643,24,0.55,1.2,100,32,2006,170,136,331,17,19,150,9
106686,east,14,12,978,4,1,2,46,6,311,40,45,105,16,5,39,3
43689,suburban,18,11,1344,20,0.65,2.05,20,22,1336,99,271,314,12,9,271,13
56253,suburban,17,13,533,3,1.2,5.54,23,13,902,82,114,205,7,4,58,6
63538,east,16,16,1009,9,1.2,2.14,22,10,459,47,52,125,3,12,67,4
97149,west,10,1,389,4,3.2,3,51,6,477,117,63,169,14,9,72,4
83298,west,10,2,606,11,0.8,1.8,37,7,742,120,270,401,11,18,300,4
79074,west,18,9,576,3,2.5,6.9,146,17,950,220,64,190,6,4,50,6
76394,east,17,3,588,4,2.1,2.8,74,6,420,81,40,129,10,9,48,5
87220,west,22,6,775,5,1.98,5.3,43,5,457,75,54,135,4,3,35,1
103486,east,14,13,816,3,1.1,2.3,38,19,409,78,39,128,4,1,26,2
46968,suburban,21,25,984,19,0.63,1.85,20,22,1336,99,271,314,12,9,271,13
45166,suburban,20,37,1458,19,0.5,2.5,6,4,416,44,101,125,4,4,57,2
31832,suburban,7,7,884,7,3.6,4.14,69,6,360,73,49,73,5,4,151,5
42206,suburban,17,11,1067,14,1.1,1.2,10,16,738,91,153,251,3,5,139,5
39170,suburban,18,28,1098,14,0.55,1,20,22,1336,99,271,314,12,9,271,13
76047,west,17,6,811,19,2.38,1.57,12,6,468,58,74,109,3,2,41,3
122905,west,28,26,1570,20,0.5,4.3,45,1,219,72,30,68,8,4,27,2
63175,east,9,30,2822,5,2.37,3.3,22,10,459,47,52,125,3,12,67,4
49457,suburban,7,6,341,40,1.85,0.93,4,1,126,37,86,78,3,4,73,6
51058,east,12,39,1304,14,1.2,2.5,10,7,676,36,162,189,4,7,113,3
77659,east,118,19,1117,12,0.8,2.29,65,14,778,98,55,151,9,5,62,8
56454,suburban,18,27,1075,4,1.2,2,23,13,902,82,114,205,7,4,58,6
45394,suburban,15,18,1370,26,0.64,0.93,20,22,1336,99,271,314,12,9,271,13
50823,suburban,14,25,3228,49,1.6,1.54,2,3,287,41,63,82,4,5,56,2
39735,suburban,14,35,1987,9,1.25,3.15,25,7,464,76,94,115,6,10,99,5
45531,suburban,14,10,779,5,1.6,2.6,10,16,738,91,153,251,3,5,139,5
49263,suburban,12,6,960,2,1.98,3.5,38,13,619,136,137,279,11,11,144,2
60027,suburban,29,21,2018,14,0.8,2.3,7,4,236,34,44,75,3,3,10,3
68113,west,28,6,1544,29,0.2,2.3,9,3,309,46,48,110,5,1,52,1
76043,east,17,5,690,3,1.95,4.4,100,32,2006,170,136,331,17,19,150,9
101826,west,17,8,888,10,1.5,4,146,17,950,220,64,190,6,4,50,6
46947,suburban,18,10,452,6,0.45,1.26,69,6,360,73,49,73,5,4,151,5
61804,east,15,5,742,2,2.8,3,36,6,664,76,64,168,10,2,59,4
29037,suburban,28,2,390,5,0.6,2.3,13,12,649,79,139,175,7,5,155,5
83699,west,17,21,470,28,0.5,1.3,114,19,1467,191,145,331,14,9,100,2
59888,east,20,18,1690,17,0.65,3.5,36,6,664,76,64,168,10,2,59,4
53460,suburban,9,11,1954,8,2,2.38,23,13,902,82,114,205,7,4,58,6
80952,west,23,32,1617,11,0.86,1.5,114,19,1467,191,145,331,14,9,100,2
70557,east,33,23,1266,16,0.5,2.83,44,8,608,68,30,150,4,11,34,6
127861,west,36,8,1124,18,1,1.75,45,1,219,72,30,68,8,4,27,2
75492,east,10,4,648,2,7,1.98,22,10,459,47,52,125,3,12,67,4
91151,east,28,11,1618,8,0.5,1,163,44,2454,231,157,382,31,7,106,24
69771,west,7,6,1236,20,3.5,2.2,15,13,419,52,87,128,3,5,67,2
53109,east,16,10,1515,6,2.8,3,100,32,2006,170,136,331,17,19,150,9
84543,east,7,12,2167,15,2.45,2.34,7,6,313,26,84,86,3,4,63,4
56234,suburban,26,12,1332,33,2.3,3.6,15,2,241,38,52,78,4,7,18,2
50847,east,15,33,1488,6,0.89,3.5,27,17,807,70,101,196,2,5,42,2
65977,east,10,5,452,4,2.58,2.9,13,11,846,53,332,247,10,14,76,7
52469,suburban,38,33,1966,28,0.55,1.3,38,13,619,136,137,279,11,11,144,2
140957,west,14,2,360,3,2.37,4.21,34,11,455,59,74,88,8,7,26,5
42262,suburban,31,16,1350,44,0.2,1.2,38,13,619,136,137,279,11,11,144,2
133463,west,36,8,768,5,0.5,2.5,81,14,561,157,70,157,5,6,90,10
53080,east,23,24,1879,24,0.5,3.1,27,17,807,70,101,196,2,5,42,2
73378,suburban,14,25,1440,4,1.98,8,15,2,241,38,52,78,4,7,18,2
72775,suburban,12,12,436,10,2.97,2.9,1,3,205,34,69,75,4,8,52,4
52534,suburban,3,15,3279,21,2.98,2.2,10,16,738,91,153,251,3,5,139,5
52698,east,19,23,1732,9,1.3,2.5,22,10,459,47,52,125,3,12,67,4
73212,west,12,4,875,10,2,1.72,13,11,372,50,60,103,5,4,41,1
78066,east,26,29,2315,27,3.8,2.1,242,85,3024,358,134,415,8,7,68,10
95302,west,18,17,1516,13,2.6,3.2,34,11,455,59,74,88,8,7,26,5
48866,suburban,17,1,24,2,2.5,0.8,18,11,344,25,64,52,1,3,117,2
45907,suburban,15,6,376,2,2.3,1.45,69,6,360,73,49,73,5,4,151,5
60967,suburban,15,6,652,4,2,4.78,16,9,285,76,65,114,6,5,64,2
75532,west,16,1,472,4,2.5,6.8,34,11,455,59,74,88,8,7,26,5
89067,west,27,48,3576,36,0.85,1.95,114,19,1467,191,145,331,14,9,100,2
77771,west,21,13,1146,16,0.8,10.7,64,27,583,107,51,125,5,2,43,6
76988,east,21,35,2785,22,0.68,2.8,100,32,2006,170,136,331,17,19,150,9
86002,west,18,7,642,5,2,6,43,5,457,75,54,135,4,3,35,1
61136,east,14,29,2039,10,1.82,3.2,27,17,807,70,101,196,2,5,42,2
64875,east,21,36,2565,22,0.96,3.2,100,32,2006,170,136,331,17,19,150,9
123315,west,8,1,204,3,7.8,4.24,101,26,760,209,48,107,2,1,65,10
32958,suburban,18,63,4255,13,1.68,2.5,20,22,1336,99,271,314,12,9,271,13
68884,suburban,24,50,3460,22,0.8,1.1,43,5,457,75,54,135,4,3,35,1
88618,west,20,15,967,8,1.2,1.5,50,8,446,90,40,122,5,5,53,7
105169,west,35,33,996,14,1.1,1,81,14,561,157,70,157,5,6,90,10
74122,east,18,13,1011,11,0.8,2.83,242,85,3024,358,134,415,8,7,68,10
82438,west,14,4,871,14,2,2.2,9,3,309,46,48,110,5,1,52,1
88968,east,21,24,3430,62,0.5,2.5,86,19,831,174,65,292,8,20,92,9
61102,west,11,10,598,3,1.28,3.2,31,3,217,37,38,53,3,2,30,4
47695,suburban,39,63,3731,49,0.5,1.1,38,13,619,136,137,279,11,11,144,2
43460,suburban,15,21,1152,8,1.38,1.8,6,2,405,77,70,110,1,2,74,2
46170,suburban,17,37,2302,28,1.1,1.33,38,13,619,136,137,279,11,11,144,2
67759,suburban,9,6,554,9,2.56,2,38,13,619,136,137,279,11,11,144,2
41384,suburban,18,14,1720,14,0.55,1.36,69,6,360,73,49,73,5,4,151,5
83854,west,23,7,600,7,1.2,1.5,114,19,1467,191,145,331,14,9,100,2
42147,suburban,21,2,247,83,3.5,0.5,37,7,742,120,270,401,11,18,300,4
53197,suburban,14,33,2116,18,1.42,2.8,16,9,285,76,65,114,6,5,64,2
107826,west,14,14,954,8,1.75,3,81,14,561,157,70,157,5,6,90,10
70820,east,25,38,2968,31,0.6,2,57,13,566,75,39,134,4,7,36,3
65501,east,30,42,2110,20,2,1.2,56,14,639,70,31,92,2,4,33,9
59630,west,16,3,1272,14,1,3,15,13,419,52,87,128,3,5,67,2
46702,suburban,17,16,1446,19,0.7,7,6,4,416,44,101,125,4,4,57,2
68500,east,17,4,296,1,6.95,0.1,54,11,394,61,22,113,3,1,15,4
79729,west,17,4,392,3,1.98,5.08,43,5,457,75,54,135,4,3,35,1
71127,west,8,1,1668,30,2.5,1.4,13,11,372,50,60,103,5,4,41,1
50852,east,14,9,384,2,1.86,2.16,27,17,807,70,101,196,2,5,42,2
86767,east,30,10,1571,36,0.5,5.6,46,6,311,40,45,105,16,5,39,3
94931,west,26,17,1566,11,0.5,1.8,34,11,455,59,74,88,8,7,26,5
45588,suburban,14,12,1260,17,0.62,1.6,20,22,1336,99,271,314,12,9,271,13
67305,east,20,23,1428,9,0.96,1,100,32,2006,170,136,331,17,19,150,9
83765,west,18,8,384,2,2,2.1,114,19,1467,191,145,331,14,9,100,2
62328,suburban,7,25,1693,10,2.28,2.69,1,3,205,34,69,75,4,8,52,4
43266,suburban,17,9,748,20,0.6,1.32,2,1,237,21,193,132,4,4,54,1
92485,east,14,5,1214,7,2.5,3,100,32,2006,170,136,331,17,19,150,9
25098,suburban,10,21,1098,2,2.68,4.85,69,6,360,73,49,73,5,4,151,5
43426,suburban,16,42,1110,21,0.7,1.2,6,4,416,44,101,125,4,4,57,2
45347,suburban,11,28,1160,8,1.76,1.92,10,16,738,91,153,251,3,5,139,5
46294,west,15,8,872,20,1.16,1.2,10,13,761,72,128,236,13,7,108,8
80326,west,14,4,982,6,2.56,2.82,51,6,477,117,63,169,14,9,72,4
139750,west,26,49,797,12,0.5,1.6,45,1,219,72,30,68,8,4,27,2
66607,east,19,16,1786,11,1.6,2.12,100,32,2006,170,136,331,17,19,150,9
76277,east,13,20,1265,10,2.4,3.28,7,4,236,34,44,75,3,3,10,3
71793,east,20,8,1071,10,0.55,2.83,57,13,566,75,39,134,4,7,36,3
39987,suburban,24,26,2016,31,0.5,2.1,11,8,757,130,164,194,7,14,242,21
52702,suburban,4,8,1251,6,3.99,2.5,1,3,205,34,69,75,4,8,52,4
107311,west,23,6,402,6,1,0.8,50,8,446,90,40,122,5,5,53,7
65074,suburban,5,2,575,54,5.2,0.8,4,1,126,37,86,78,3,4,73,6
74900,east,20,11,1267,13,1.8,2.3,242,85,3024,358,134,415,8,7,68,10
64457,west,17,18,1784,16,2.1,3.87,9,3,309,46,48,110,5,1,52,1
44503,suburban,9,25,3252,22,1.78,1.88,11,8,757,130,164,194,7,14,242,21
37083,suburban,29,12,1469,32,0.1,2.46,3,13,627,85,83,222,8,4,84,2
75746,east,22,20,2218,23,0.8,1.5,86,19,831,174,65,292,8,20,92,9
43243,suburban,15,17,676,10,0.7,1.62,6,4,416,44,101,125,4,4,57,2
38777,suburban,24,14,2502,41,0.65,1.1,11,8,757,130,164,194,7,14,242,21
51559,suburban,18,16,780,11,0.55,2,20,22,1336,99,271,314,12,9,271,13
47930,east,23,13,1750,32,1.4,2,20,17,981,41,98,169,6,5,53,5
66593,east,15,16,1544,13,2.8,2.3,100,32,2006,170,136,331,17,19,150,9
39922,suburban,9,49,3151,13,1.75,3.97,25,7,464,76,94,115,6,10,99,5
106573,west,18,20,1010,13,0.55,2.83,81,14,561,157,70,157,5,6,90,10
90650,west,18,11,318,1,1.5,3.1,9,3,309,46,48,110,5,1,52,1
50931,suburban,23,71,2342,30,0.8,1.1,20,22,1336,99,271,314,12,9,271,13
46637,suburban,13,17,1452,24,0.6,1.58,20,22,1336,99,271,314,12,9,271,13
71012,east,25,19,1848,12,0.5,1.1,242,85,3024,358,134,415,8,7,68,10
80689,east,7,2,479,6,6.99,4.49,56,14,639,70,31,92,2,4,33,9
37642,suburban,20,22,972,15,2,0.9,6,2,405,77,70,110,1,2,74,2
55796,west,10,15,550,1,2.5,3,64,27,583,107,51,125,5,2,43,6
91038,east,9,6,519,8,2.96,2.89,36,6,664,76,64,168,10,2,59,4
71339,east,20,3,346,1,1,1.5,44,8,608,68,30,150,4,11,34,6
55470,suburban,15,19,1518,10,1.6,2.48,16,9,285,76,65,114,6,5,64,2
70862,east,29,16,1044,16,1.2,2,44,8,608,68,30,150,4,11,34,6
87780,west,16,7,896,7,1.5,5,52,8,502,110,82,178,8,8,78,1
92247,west,14,11,1094,4,1.5,1.7,58,16,579,137,59,214,3,5,55,5
69096,east,9,7,1236,2,7.5,6,242,85,3024,358,134,415,8,7,68,10
55485,east,14,18,1048,9,1.6,2.44,20,17,981,41,98,169,6,5,53,5
149888,west,26,26,1527,15,1.25,2,36,10,851,63,66,158,9,10,65,7
86705,west,16,9,1830,11,4,3.25,114,19,1467,191,145,331,14,9,100,2
58258,suburban,14,5,1047,6,1.98,2.01,16,9,285,76,65,114,6,5,64,2
40961,suburban,21,16,276,3,0.5,1.26,6,4,416,44,101,125,4,4,57,2
58515,suburban,17,9,1652,7,1.75,2.2,23,13,902,82,114,205,7,4,58,6
68542,east,14,24,996,3,2.1,2.9,52,7,818,65,94,154,4,3,56,5
66801,east,13,9,500,1,2.5,3,27,17,807,70,101,196,2,5,42,2
59787,suburban,6,13,515,2,4.2,2.8,4,12,441,63,98,144,5,5,73,2
30761,suburban,14,3,703,5,2.85,1.18,13,12,649,79,139,175,7,5,155,5
47708,suburban,18,18,300,3,1.96,0.88,69,6,360,73,49,73,5,4,151,5
48985,suburban,36,15,2370,28,0.8,1.8,38,13,619,136,137,279,11,11,144,2
99319,east,15,10,984,6,0.5,3,46,6,311,40,45,105,16,5,39,3
38258,suburban,8,1,2084,9,2.88,3,20,22,1336,99,271,314,12,9,271,13
73724,east,33,25,2083,34,0.8,2.83,65,14,778,98,55,151,9,5,62,8
62846,suburban,15,10,1056,4,1.58,2.83,25,11,763,121,100,223,9,4,60,7
40329,suburban,14,14,1836,30,0.64,1.6,20,22,1336,99,271,314,12,9,271,13
68505,east,26,12,1315,18,0.4,1.78,56,14,639,70,31,92,2,4,33,9
103831,west,28,12,576,7,3,2.1,81,14,561,157,70,157,5,6,90,10
100652,west,22,12,590,4,1,3,50,8,446,90,40,122,5,5,53,7
131911,east,14,2,386,2,2.95,4.3,38,19,409,78,39,128,4,1,26,2
53136,suburban,13,39,1533,9,1.8,2.18,25,7,464,76,94,115,6,10,99,5
45583,suburban,44,43,1587,22,0.5,1.3,38,13,619,136,137,279,11,11,144,2
30760,suburban,33,1,930,13,3,1.89,13,12,649,79,139,175,7,5,155,5
51298,east,22,5,516,8,3.5,2.3,10,7,676,36,162,189,4,7,113,3
116301,west,19,29,1463,18,2.85,2.9,114,19,1467,191,145,331,14,9,100,2
104505,west,30,10,754,10,0.2,1.2,81,14,561,157,70,157,5,6,90,10
85464,west,11,16,1251,5,1.76,5.38,43,5,457,75,54,135,4,3,35,1
70896,west,19,6,336,2,2,8,146,17,950,220,64,190,6,4,50,6
61217,suburban,34,33,1880,26,0.7,3.2,12,4,310,60,42,101,7,2,29,4
72041,east,25,21,944,10,0.5,2.3,44,8,608,68,30,150,4,11,34,6
52408,east,17,23,762,10,1.5,1.56,20,17,981,41,98,169,6,5,53,5
45761,suburban,32,21,1440,43,0.3,1.2,38,13,619,136,137,279,11,11,144,2
78333,east,18,20,1945,24,0.5,3.2,57,13,566,75,39,134,4,7,36,3
45070,suburban,21,11,600,12,0.8,1.66,37,7,742,120,270,401,11,18,300,4
96231,west,13,6,585,5,2.5,2.71,51,6,477,117,63,169,14,9,72,4
74175,west,18,4,528,2,1.76,7.7,52,8,502,110,82,178,8,8,78,1
43103,east,15,1,498,1,9.2,8.5,242,85,3024,358,134,415,8,7,68,10
35510,suburban,3,5,2455,16,3.15,2.8,13,12,649,79,139,175,7,5,155,5
44007,suburban,11,3,1247,19,2,1.2,11,8,757,130,164,194,7,14,242,21
48828,suburban,16,15,1484,4,1.8,6.5,38,13,619,136,137,279,11,11,144,2
72360,suburban,9,7,516,4,2.85,2.5,23,13,902,82,114,205,7,4,58,6
93108,west,26,14,1686,15,1,2.5,64,27,583,107,51,125,5,2,43,6
53444,east,12,8,766,10,1.3,2.93,10,7,676,36,162,189,4,7,113,3
76108,east,26,18,1149,18,0.8,2,65,14,778,98,55,151,9,5,62,8
64088,east,17,14,1606,13,0.6,3,242,85,3024,358,134,415,8,7,68,10
61510,east,28,38,1848,22,2.85,2.83,27,17,807,70,101,196,2,5,42,2
81697,east,23,1,72,1,1.7,3,242,85,3024,358,134,415,8,7,68,10
58721,suburban,19,18,1290,13,0.87,2.7,25,11,763,121,100,223,9,4,60,7
54246,east,13,3,66,7,2.8,0.73,13,11,846,53,332,247,10,14,76,7
66654,east,12,1,72,4,4.2,0.7,13,11,846,53,332,247,10,14,76,7
81981,west,14,33,792,12,0.8,1.5,37,7,742,120,270,401,11,18,300,4
61411,west,17,5,420,2,2.8,6.2,9,3,309,46,48,110,5,1,52,1
97172,west,28,10,564,6,0.5,2,146,17,950,220,64,190,6,4,50,6
36607,suburban,21,35,1750,31,0.8,1.51,4,15,280,39,68,119,2,2,45,2
27058,suburban,15,2,1144,19,1,1.07,13,12,649,79,139,175,7,5,155,5
58127,suburban,17,14,606,10,1.85,2.19,23,13,902,82,114,205,7,4,58,6
83100,west,24,31,1856,23,0.85,2.9,51,6,477,117,63,169,14,9,72,4
81839,west,21,20,1530,14,0.6,2.66,64,27,583,107,51,125,5,2,43,6
80081,east,12,5,273,2,2.95,4,57,13,566,75,39,134,4,7,36,3
51513,east,10,3,390,1,12.8,5.69,163,44,2454,231,157,382,31,7,106,24
47222,suburban,18,12,1296,7,1.75,2,38,13,619,136,137,279,11,11,144,2
57232,west,17,1,1047,12,1.8,1.37,15,13,419,52,87,128,3,5,67,2
115995,west,33,30,1341,48,0.5,2.83,146,17,950,220,64,190,6,4,50,6
54943,suburban,36,50,3730,42,0.5,2.4,16,9,285,76,65,114,6,5,64,2
117348,west,38,13,1860,50,0.55,1.6,146,17,950,220,64,190,6,4,50,6
69122,suburban,23,10,1000,13,0.5,1.3,31,3,217,37,38,53,3,2,30,4
45513,suburban,22,44,2396,44,0.8,2.11,2,3,287,41,63,82,4,5,56,2
59782,east,20,23,1780,15,1.8,2,27,17,807,70,101,196,2,5,42,2
69697,east,20,19,2746,34,0.7,2,100,32,2006,170,136,331,17,19,150,9
74501,east,31,12,2017,20,1.2,2.5,65,14,778,98,55,151,9,5,62,8
57844,suburban,26,21,1934,26,2,1.5,25,11,763,121,100,223,9,4,60,7
62481,suburban,7,71,1207,8,2.1,2.57,38,13,619,136,137,279,11,11,144,2
98099,east,10,8,381,3,8,5.7,54,11,394,61,22,113,3,1,15,4
36457,suburban,18,35,1508,23,0.55,3.5,10,13,761,72,128,236,13,7,108,8
62408,east,18,5,264,2,3.6,10,86,19,831,174,65,292,8,20,92,9
65033,suburban,12,35,1719,8,1.98,2,25,11,763,121,100,223,9,4,60,7
35585,suburban,10,12,548,11,0.9,1.6,4,3,135,16,68,49,1,7,81,2
79952,east,38,78,5621,56,0.5,2.3,74,6,420,81,40,129,10,9,48,5
43047,suburban,15,11,982,1,3.5,5.2,19,13,573,81,100,190,11,3,62,9
44496,suburban,20,16,1074,18,0.56,1.74,4,12,441,63,98,144,5,5,73,2
135193,west,14,2,330,2,3.2,3.07,81,14,561,157,70,157,5,6,90,10
46220,suburban,17,8,1850,39,0.6,1.4,4,12,441,63,98,144,5,5,73,2
88535,west,13,71,2132,22,1,2.83,58,16,579,137,59,214,3,5,55,5
43953,suburban,7,10,2085,14,2.18,1.8,11,8,757,130,164,194,7,14,242,21
59308,east,27,19,3103,47,0.55,8.1,100,32,2006,170,136,331,17,19,150,9
59487,west,24,15,1422,12,2.09,2.7,15,13,419,52,87,128,3,5,67,2
50935,west,17,14,1352,28,1.8,1.87,37,7,742,120,270,401,11,18,300,4
82182,east,19,69,4575,44,0.58,2.2,86,19,831,174,65,292,8,20,92,9
52990,suburban,16,18,808,6,1.2,3,16,9,285,76,65,114,6,5,64,2
80158,west,36,25,888,11,0.83,1.2,114,19,1467,191,145,331,14,9,100,2
76182,east,20,15,1548,15,0.5,2.5,44,8,608,68,30,150,4,11,34,6
88929,west,37,3,584,5,0.2,3,64,27,583,107,51,125,5,2,43,6
86432,east,17,4,1863,43,0.5,6.7,46,6,311,40,45,105,16,5,39,3
69615,east,17,13,1182,10,2,3.6,7,4,236,34,44,75,3,3,10,3
101147,west,26,21,1713,18,1.2,2,64,27,583,107,51,125,5,2,43,6
109029,west,17,5,378,5,0.8,2.2,146,17,950,220,64,190,6,4,50,6
56478,suburban,28,44,2916,37,0.8,2.83,23,13,902,82,114,205,7,4,58,6
84831,west,26,12,763,14,1.5,2,43,5,457,75,54,135,4,3,35,1
52111,suburban,18,12,1096,9,2.3,3.5,23,13,902,82,114,205,7,4,58,6
65846,east,34,33,2328,40,0.8,3.1,44,8,608,68,30,150,4,11,34,6
60451,suburban,17,45,3446,31,1.85,0.9,7,4,236,34,44,75,3,3,10,3
51842,suburban,22,21,672,7,0.5,3.5,19,13,573,81,100,190,11,3,62,9
71048,east,29,44,2128,15,1.5,3,57,13,566,75,39,134,4,7,36,3
134131,west,25,59,3320,31,0.8,2.6,45,1,219,72,30,68,8,4,27,2
92856,east,13,12,802,5,0.98,1.52,163,44,2454,231,157,382,31,7,106,24
57495,suburban,14,20,1062,13,1.1,1.77,10,16,738,91,153,251,3,5,139,5
99508,west,19,12,1182,9,1.9,5.83,58,16,579,137,59,214,3,5,55,5
79744,east,27,31,2944,13,1,2.83,86,19,831,174,65,292,8,20,92,9
51690,east,19,50,1130,10,0.8,2,20,17,981,41,98,169,6,5,53,5
44762,suburban,4,2,103,22,4.1,1.6,4,3,135,16,68,49,1,7,81,2
46769,suburban,22,18,1584,16,0.6,3,38,13,619,136,137,279,11,11,144,2
39287,suburban,17,5,1002,8,1.3,1.3,6,2,405,77,70,110,1,2,74,2
51993,suburban,14,5,351,30,2.4,0.97,69,6,360,73,49,73,5,4,151,5
87928,east,14,5,976,3,1.9,3.9,38,19,409,78,39,128,4,1,26,2
